portal_url	text_raw	span_1	confidence_1	about_1	span_2	confidence_2	about_2	span_3	confidence_3	about_3	span_4	confidence_4	about_4	span_5	confidence_5	about_5	span_6	confidence_6	about_6	span_7	confidence_7	about_7	span_8	confidence_8	about_8	span_9	confidence_9	about_9	span_10	confidence_10	about_10	span_11	confidence_11	about_11	span_12	confidence_12	about_12	span_13	confidence_13	about_13	span_14	confidence_14	about_14	span_15	confidence_15	about_15	span_16	confidence_16	about_16	span_17	confidence_17	about_17	span_18	confidence_18	about_18	span_19	confidence_19	about_19	span_20	confidence_20	about_20	span_21	confidence_21	about_21	span_22	confidence_22	about_22	span_23	confidence_23	about_23	span_24	confidence_24	about_24	span_25	confidence_25	about_25	span_26	confidence_26	about_26	span_27	confidence_27	about_27	span_28	confidence_28	about_28	span_29	confidence_29	about_29
medmon.semanticlab.net/doc/4692295944334024642/MS-Views-and-News:	"Are blood tests becoming the future of managing multiple sclerosis? Earlier this year, the company IQuity released a blood test, IsolateMS, saying it could help diagnose multiple sclerosis (MS) in patients. And now a new blood test is showing potential in helping predict progression in MS. Currently, there is no way to predict progression, but the use of Magnetic Resonance Imaging (MRI) scans help doctors and patients track disease activity. This new blood test is based on a protein that is released following damage to cell axons. "																																																																																							
medmon.semanticlab.net/doc/4692531508222305745/MS-Ireland-::	"Palliative Care. This week AnonMS shares with us their refreshing and honest view on palliative care. Palliative care is all about improving the quality of life of patients and AnonMS tells us how we can make sure we have what we want when we need it and provided by people we trust. I will admit to being a littl... Published by AnonMS on Thursday September 06 2018 10:30 AM. email. View Article. The National Conference. This week Niamh McCarron shares with us her thoughts on the upcoming MS Ireland National Conference. Isn't it funny how certain events or a time of year can seem like a fresh start? For many, it's New Year's Eve, but for me September has always been the month of “new begi... Published by Niamh McCarron on Friday August 31 2018 01:00 PM. email 1 comment. Back to School. This week, Teresa McShane talks about the challenges of getting ready for back to school. No sooner have the schools broken up for the summer than we are being catapulted into the maelstrom of ‘back to school' stress . Ads emblazoned on bus shelters about deals on copy books, pencils... Published by Teresa McShane on Thursday August 23 2018 03:15 PM. email 2 comments. Am I Progressing? This week Fergal Hughes wonders about what the future holds for him in terms of his MS ... and realises that he is more concerned with 'here and now' I was diagnosed in January 1996. The diagnosing doctor told me that he believed my type of MS to be remitting/relapsing (RRMS) and what that woul... Published by Fergal Hughes on Thursday August 16 2018 10:16 AM. email 6 comments. But You Look So Good. ‘But you look so good'…. MS & Me blogger Niall McGahon shares his thoughts and reaction on hearing this compliment. “But you look so good….” For some, this expression can be one of the most frustrating things to hear when you have MS. For me, it is... Published by Niall McGahon on Thursday July 26 2018 11:12 AM. Me, Men and MS. ‘Don't let MS stop you from finding your happily ever after'… This week Ciara O Meara reflects on dating and disclosing her MS when she finally found the one! Dating is a pure and utter minefield! Your preparation for the field is diligent and precise. You ap... Published by Ciara O Meara on Thursday July 19 2018 11:17 AM."																																																																																							
medmon.semanticlab.net/doc/4692531508222305745/MS-Ireland-::	"Father's Day. Sunday 17th is Father’s Day and this week Keith Byrne describes the joys of being a Dad. Read on for how he’s balancing life tasks so he and his family stay healthy and how being open to challenges helps him build resilience while living with MS. Stress can be the catalyst for the on... Published by Keith Byrne on Thursday June 14 2018 02:20 PM. email 8 comments. View Article. The Hardest Thing. Next week, 11th to the 17th June, is Carer’s Week in Ireland. We’re delighted to have Guest Blogger Gemma Donnelly Cox writing about being a Carer and how she balances life in the ‘here and now’ while also planning for the future. Caring, for me, is about enabling and emp... Published by Gemma Donnelly Cox on Thursday June 07 2018 11:30 AM. email 6 comments. Working & MS. This week Niamh McCarron shares her experience of having MS and working. Read on for her story of working and striving to stay professionally active and financially secure. As I write this blog post I am on my way to a conference for my day job. This is a good example of how my work and MS life ... Published by Niamh McCarron on Thursday May 31 2018 02:20 PM. email 5 comments. Kiss Goodbye To MS. Have you joined the Kiss Goodbye to MS squad? This week Grace Kavanagh tells us why she joins in with thousands of others for the massive global campaign. It’s all about the Kiss! MS is a difficult disease to live with. It's so unpredictable and is often described as an “invisible&... Published by Grace Kavanagh on Thursday May 24 2018 11:00 AM. email. Why MS Is My Secret. This week the MS and Me AnonMS blogger, a health care professional, shares with us an insider’s perspective on disclosure. Does disclosing MS status lead to the condition overshadowing all other aspects of a person’s life and reduce them down to a diagnosis? There are times when I am... Published by MS & Me AnonMS Blogger on Thursday May 17 2018 11:00 AM. email 4 comments. What They Just Don't Understand. This week, in a letter to her nearest and dearest, Willeke Van Eeckhoutte puts down in words how she really feels. “What do you want me to say?” Dearly Beloved, What do you want me to say? What is it you don’t understand? When someone like you says, ""Well, what do you wa... Published by Willeke Van Eeckhoutte on Thursday May 10 2018 11:00 AM. email 2 comments."	"29,35"	1		"98,101"	1																																																																																		
medmon.semanticlab.net/doc/4692531508222305745/MS-Ireland-::	"Working & MS. This week Niamh McCarron shares her experience of having MS and working. Read on for her story of working and striving to stay professionally active and financially secure. As I write this blog post I am on my way to a conference for my day job. This is a good example of how my work and MS life ... Published by Niamh McCarron on Thursday May 31 2018 02:20 PM. email 5 comments. View Article. Kiss Goodbye To MS. Have you joined the Kiss Goodbye to MS squad? This week Grace Kavanagh tells us why she joins in with thousands of others for the massive global campaign. It’s all about the Kiss! MS is a difficult disease to live with. It's so unpredictable and is often described as an “invisible&... Published by Grace Kavanagh on Thursday May 24 2018 11:00 AM. email. Why MS Is My Secret. This week the MS and Me AnonMS blogger, a health care professional, shares with us an insider’s perspective on disclosure. Does disclosing MS status lead to the condition overshadowing all other aspects of a person’s life and reduce them down to a diagnosis? There are times when I am... Published by MS & Me AnonMS Blogger on Thursday May 17 2018 11:00 AM. email 4 comments. What They Just Don't Understand. This week, in a letter to her nearest and dearest, Willeke Van Eeckhoutte puts down in words how she really feels. “What do you want me to say?” Dearly Beloved, What do you want me to say? What is it you don’t understand? When someone like you says, ""Well, what do you wa... Published by Willeke Van Eeckhoutte on Thursday May 10 2018 11:00 AM. email 2 comments. Living with Primary Progressive MS. This week Mary Deveraux shares with us her experience of Primary Progressive MS. Akin to the big stories we’re all familiar with, PPMS brings unexpected twists to life no-one ever expects. Living with Primary Progressive MS is like starting a new book, with a difference. Each and eve... Published by Mary Deveraux on Friday May 04 2018 08:00 AM. email 7 comments. When The Nurse Becomes The Patient. This week we welcome new writer Ciara O’Meara to MS and Me. Read on for her unique perspective on the MS patient experience. A 23 year old, 4th year student nurse is a dangerous thing. You know too much but not enough. You’re an integral part of the ward but not yet qualified. ... Published by Ciara O Meara on Thursday April 26 2018 11:00 AM."																																																																																							
medmon.semanticlab.net/doc/4692531443310676090/Is-anyone-familiar-with-a-Burst-Neuorstimulator	"Originally Posted by Marco. I have both a medtronic pump and spinal cord stimulator (SCS). The pump is located lower left abdomen and SCS in my right lower back. I never had a problem with the two - they don't even know each other are there. The SCS needs to be reprogrammed from time to time to maximize the benefits. Ensure you are getting the MRI-compatible equipment and know there are differences between what MRIs are allowed. I'm not sure what the new SCS mri limitations are, but the device is a TON better than the old models. Fully charge in 1 hour (vs 8 hours/week), manageable via tablet ... yes, I wish I had that. The only problem is manufacturing delays are rampant because Puerto Rico got nailed with the hurricane. I did have a mandatory psych eval for the SCS, but not for the pump. I have no idea why the two were handled differently. Hi Marco,. Thanks for the info. Glad to hear that they're compatible from someone who actually had the two units at the same time. I'm sure Brad appreciates the information also. I've been told about the psyche evaluation too, and I thought the same thing... I've been walking around with an implanted. device for 7 years and it's the size of a hockey puck, so why are they worried about a little battery pack being implanted in my rump. The explanation I heard on a tape was the psyche eval is necessary because they want to make sure you'll be okay with knowing you have a device implanted. And once again I went ""huh."" Oh well, we do what we have to. I'm in a bit of a conundrum because in the last couple years I've developed neuromuscular scoliosis, and it's decided to steadily degenerate. Up until a few years ago my lower back x-ray just fine. Then I started leaning, and they did a scoliosis X-ray, and the curve was 40 degrees... but from what I read scoliosis degenerates about a degree per year. So the leaning continued and the next x-ray, less than a year later, showed the curve was a 55 degrees, and the next x-ray taken just a couple months down the road and it ws at 65. The neurosurgeon says I have to decide now if I'll have the surgery, but with the MS, and my age, there is no way I could rehab from the surgery. The neurosurgeons tell me it's a grueling surgery, well 2 surgeries. One 8 hour, then a couple days later a 10 hour. My reality after watching rehab videos and realizing what it takes to rehab correctly, my MS doesn't allow me to move in the manner that's needed for rehab. So we're saying no to the scoliosis surgery. (If you're interested, just google scoliosis surgery and click on images...it looks as bad as they say it is.). And that's where the neurostimulator comes in. Since the curve will continue to degenerate, the pain may get worse, and we're looking for something other than meds for the pain. I'll probably end up with a wheelchair, fitted for the scoliosis, and a head piece that will keep my head from flopping. I've had the shots, but there evidently isn't any other space left to do an epidural in my lumbar spine. If I don't get the chair, I figure I can walk with a mirror held so I can see where I'm going. Thanks again for the info Marco. How's your pump been working for you?"																																																																																							
medmon.semanticlab.net/doc/4692531517059710938/MS-Ireland-::	"The Hardest Thing. Thursday June 07 2018 11:30 AM. Next week, 11 th to the 17 th June, is Carer's Week in Ireland. We're delighted to have Guest Blogger Gemma Donnelly Cox writing about being a Carer and how she balances life in the ‘here and now' while also planning for the future. Caring, for me, is about enabling and empowering my husband to live the life of his choosing to his highest potential. Simple, eh? I'm not so sure. Over and over again, I am torn between goals that, at times, conflict. And I'll bet this happens to every carer; maybe not the same goals but tension nevertheless. Currently, the ones that preoccupy me have to do with timing and with attitude. When I say timing, I mean whether to focus on the present or the future. A whole lot of enabling and empowering is about making the most of every day; doing today's work today. Right now, I'm typing this blog and Alexis, my husband, who is quadriplegic with progressive MS, is using voice control software to work on his computer. Our son has just left the house to go bouldering at the climbing gym up the road. We are all enjoying the here and now this afternoon. Much of the time, however, I feel as though my focus is planning for the future, leaving little room for the present. So much thought goes into what I know lies ahead and also to planning for the unknowns. What if Alexis' voice starts to weaken further and he can't use voice control software? Should he be using eye control now, just in case? But what if his eyesight starts to fail? Worries about the future can rob you of ‘the now' as you flail around trying to prepare for what might emerge. But if you only stay in ‘the now', you could very well end up not being ready when one of these MS issues suddenly rears its head. Right up there with timing is attitude. It seems to me that so much of what is joyous in life is about knowing when things are good, celebrating them and being grateful for them. Like right now blogging about how it feels to be a carer. A lot of the time, however, gratitude for the good things can be in tension with putting mental energy into staying vigilant and being ready to advocate. For example, Alexis was recently invited to a dinner with people who know a lot about MS. I was looking forward to going with him and slacked up on my usual advocacy of making his requirements clear to the hosts. I figured that people in the know would get it right. Wrong . The hosts invited a quadriplegic guest seated in a large wheelchair to a venue where the tables were way too low for his chair. The path to the (too small) space at a table- in the middle of a room, full of seated diners- was impossibly narrow. It does not have to be like that folks! It's hard to be grateful for a nice night out when your husband can't reach the table and your advocating would have made it different. When I feel I'm getting the balance right managing the tension between timing and attitude, I am far happier and more confident in my Carer role. But before I sign off, I'd like to add one more tension, the one that can arise between caring and self-care. During Carer's Week, we're reminded that Superwomen and Supermen stay sharper when they take care of themselves. I was reminded of this back in the autumn when I was away for the weekend by myself (a super duper self-care step) and I came across a young couple in their 20s. The carer in the partnership was a real Wonder Woman. But she was wrecked tired, more tired than I remember being at her age and stage. I had time on my hands and tried to help out. She knew I was up to the job but she simply couldn't let herself stop. Carers, none of us last forever but if you want to be in for the long haul and really make a difference for your loved one, you've got to take care of yourself too. For many carers, I guess that's the hardest thing. Gemma and Alexis Donnelly live in Dublin with their son Finn and Labrador Retriever, Elmo. In 2016, Alexis joined the Scientific Steering Committee of the Progressive MS Alliance. His carers have supported him to fulfil his role in the Alliance. For more on the Progressive MS Alliance and the exceptional work that it does in pursuit of its aim to understand and overcome some of the biggest barriers to treatment development for progressive MS, see. Author: Gemma Donnelly Cox."	"1011,1014"	1		"3382,3385"	2		"3360,3365"	1		"3908,3911"	1																																																																												
medmon.semanticlab.net/doc/4692531459591356331/MS-Ireland--::-Helping-Everyone-Affected-by-Multiple-Sclerosis	"MS Ireland  ::. Helping Everyone Affected by Multiple Sclerosis. Wednesday May 30 2018 05:45 PM. ‘Making Ireland the Best Place to do Multiple Sclerosis Research’ Report Sets Out Next Steps for the Improved Access to Treatments and Novel Therapeutics. To mark World MS Day on 30 May 2018, MS Ireland, supported by Novartis, will launch a new report which is intended to help create an MS research landscape that will put Ireland at the forefront of MS research, innovation and therapeutic application.[i] The report aims to support researchers and provide people with MS and the public with a better understanding of the research process and ongoing research. Some of the recommendations include the establishment of an MS Research Community, improved data and information sharing, greater involvement of people living with MS, potential funding models, and improved dissemination of research findings. The community will help overcome obstacles to research such as gathering samples, establishing a biobank and a patient register. The report defines a number of key asks as follows:. “Given the prevalence of MS here, Ireland should be leading the way in MS research. The report launched today gives us a blueprint of what needs to be done,” says Ava Battles, CEO of MS Ireland. “As a first step, we want to establish an MS research community collective to bolster Ireland’s current research strengths to obtain more funding and improve research visibility. While the top priorities in MS research are currently being addressed, this could be done better if the MS community addressed them as a collective.”. Dr Claire McCoy, RCSI, said, “Research offers people living with MS real hope for improvement both in their treatment but also in their quality of life. I am delighted to support MS Ireland in speaking at their public meeting that will help bring people up to date with progress that is being made. The report also lays out a clear pathway that will help to overcome some of the issues that have been faced and I would urge people working in the treatment of MS to get involved as the recommendations are rolled out.”. Commenting on the launch of the report, Loretto Callaghan, General Manager & Country President, Novartis Ireland said, “We are committed to working with MS Ireland to help raise awareness on the importance of research. Research plays a major role in progress so understanding the barriers that exist is the first step in devising a plan that will help to overcome these issues in the future. We believe that Ireland can become a leader in MS research and look forward to collaborating further with MS Ireland to deliver the recommendations of the ‘Making Ireland the Best Place to do Multiple Sclerosis Research’ report.”. This report was compiled following a meeting with a mix of stakeholders interested in MS research in Ireland, including patients, doctors, scientists and nurses and was facilitated by Novartis Ireland in November 2017."																																																																																							
medmon.semanticlab.net/doc/4692295893373854306/MS-Views-and-News:	"MAY 22, 2018. Spring has sprung! As I look around, Mother Earth is in bloom. Trees are sprouting new leaves, plants are growing, and the grass is green once again. I love spring and all that it represents — hopes for new birth and rebirth. For those who are unaware, May is Mental Health Awareness Month. I write this week to encourage those who are battling and surviving mental illness and any related disorders. It serves to urge everyone to actively recognize the warning signs of someone in need of assistance. This column is a call to action to offer support, empathy, a safe environment, and to eradicate stigma. The National Alliance on Mental Illness (NAMI) reports that one in five adults in the U.S. experience a mental illness, and one in 25 adults live with a serious mental illness. Mental health continues to be an issue that is under-discussed, undertreated, and often ignored. However, there are warning signs. My experiences of having MS and heart disease have introduced me to depression and anxiety. From my window seat, my eyes opened to the struggle that many people face on a daily basis. I have vowed to learn about mental health disorders, speak openly about them, share my personal experience, get acquainted with available resources , and offer encouraging words. On my journey as a heart health and MS advocate, I have met people who struggle, survive, and thrive with mental illness. I have realized that there is one commonality that we possess, which is to know that we matter. We need to know that someone cares and that they hear our voices. There is a desire to feel that we have value and the longing to feel that life, in all of its tragedy and turmoil, is really worth living. :::::::."	"692,698"	2	patient	"754,760"	2	patient																																																																																	
medmon.semanticlab.net/doc/4703875437937509679/MS-Ireland--::-Helping-Everyone-Affected-by-Multiple-Sclerosis	"MS Ireland  ::. Helping Everyone Affected by Multiple Sclerosis. Blog Articles, tagged with: Ms. New Year's Resolution. At the start of New Year 2019, Declan Groeger shares with us his plans for the year ahead. Read on for a plan of action we can all adapt to our own resolutions. 2019 is a new year; a year full of hopes and fears, a year full of aspirations and dreams and a year full of good intention... Published by Declan Groeger on Thursday January 10 2019 12:45 PM. email 2 comments. The Most Wonderful (and Difficult) Time of Year. In the throes of the Christmas Season, Niall McGahon delves in his experience of MS and shares with us how he deals with the uncertainty by keeping things in the moment, in the day. Read on to calm…. I am forever amazed at how the small things that you take for granted when younger have s... Published by Niall McGahon on Thursday December 13 2018 11:00 AM. email 4 comments. How Writing About MS Makes My Life Better. This week Willeke Van Eeckhoutte shares with us the value of writing about living with MS. She’s an award-winning, irrepressible blogger and we are delighted to have her continued contribution to the MS and Me team. When tasked with an article about writing and MS, my mind always does summ... Published by Willeke Van Eeckhoutte on Friday November 02 2018 07:46 AM. When I Had To Stop Working. This week, Joan Jordan champions her professional revitalisation and shares with us all the joys of returning to the workforce. Sorry for the spoiler in the title. You already know how this one is going to play out. Girl studies hard and gets a computer science place in Trinity College. G... Published by Joan Jordan on Friday October 19 2018 11:13 AM. email 6 comments. On Being a Man Living with MS. This week Declan Groeger shares with us what it is like being a man living with MS I was diagnosed with Multiple Sclerosis (MS) in 1988. Married with two small children, a mortgage and an overdraft. The day the doctor said “You have MS”, my life changed forever. At that time MS had n... Published by Declan Groeger on Thursday September 20 2018 10:50 AM. email 3 comments. MS, Skilled and Unemployed. This week Teresa McShane tells us about the financial and professional implications of having MS and discovers it’s an emotional journey. Like any long-term illness or disability, MS can have far reaching implications and can literally turn one’s world upside-down. Obviously, all cas... Published by Teresa McShane on Thursday September 13 2018 10:11 AM. Am I Progressing? This week Fergal Hughes wonders about what the future holds for him in terms of his MS ... and realises that he is more concerned with 'here and now' I was diagnosed in January 1996. The diagnosing doctor told me that he believed my type of MS to be remitting/relapsing (RRMS) and what that woul... Published by Fergal Hughes on Thursday August 16 2018 10:16 AM. Me, Men and MS. ‘Don’t let MS stop you from finding your happily ever after’… This week Ciara O Meara reflects on dating and disclosing her MS when she finally found the one! Dating is a pure and utter minefield! Your preparation for the field is diligent and precise. You ap... Published by Ciara O Meara on Thursday July 19 2018 11:17 AM. Good Days and Bad Days. This week Robert Joyce discusses the good days and the bad days. Chronic illness invades every part of our lives and it can be so easy to fall into a trap of grieving for what used to be. I never thought that I would class myself as part of this new category. It is a term that i... Published by Robert Joyce on Thursday July 12 2018 11:46 AM. Why MS Is My Secret. This week the MS and Me AnonMS blogger, a health care professional, shares with us an insider’s perspective on disclosure. Does disclosing MS status lead to the condition overshadowing all other aspects of a person’s life and reduce them down to a diagnosis? There are times when I am... Published by MS & Me AnonMS Blogger on Thursday May 17 2018 11:00 AM. « Previous 1 2 3 4 5 6 7 8 9 … 15 16 Next »."	"816,823"	1		"1594,1642"	1		"1919,1927"	2																																																																															
medmon.semanticlab.net/doc/4692885896608275493/Bringing-Us-Closer---MS-Connection	"Living with MS can sometimes feel like you’re stranded on an island by yourself. People who don’t have MS might not fully understand what you’re going through, and others living with MS may have symptoms and experiences entirely different from yours. To make the MS world smaller, this year’s World MS Day (May 30) theme is “bringing us closer.” It’s about building connections and sharing stories to unify us in our collective stand against MS. Connect with the researchers, students and nurses who are at the forefront of finding a cure to bring us closer to a world free of MS. Meet two of our researchers and learn how their work is #BringingUsCloser to a cure. Haley Titus, MD, PhD. Haley (far right) and her family. Why did Haley get involved with MS research? It all started with her mother. “My personal and professional life goal is to cure MS, as my mother has secondary progressive MS. She is the most optimistic person I know. She has taught me how to be a kind, strong and empowered woman. She taught me the value and importance of resiliency. My goal is to create a brighter future and better quality of life through my work. I feel obligated to serve because I have the privilege of being able to.”. Haley’s research focuses on the immune system and expanding ways people with MS can empower themselves. “What I work on is selectively targeting just the small part of the immune system that goes awry in MS. We are also working on the combination of selective immunoregulatory therapy and myelin repair in addition to promoting general wellness such as diet and exercise.”. Melissa Brown, PhD. Melissa was already working in the research field when MS affected her family. “When my brother was diagnosed, I was already an immunologist doing research. He was a sophomore in college when he had the first indication that something was wrong. It was a very scary time for him and our family. We knew there was no cure and that it was hard to predict how severe his disabilities would become. Luckily, I had access to published scientific information and of course was eager to learn what was known about the MS and what treatments were available to patients.”. She has hope for the future of MS research and hopes others do as well. “A diagnosis of MS is perhaps less devastating today perhaps than when my brother was first evaluated. Earlier treatment and much better drugs with fewer side effects are available for many patients that dramatically slow progression. I am very hopeful that this disease can be conquered. There are many dedicated people who are working on this problem. Importantly, there is a revolution in the technology that allows us to collect and share large amounts of genetic and cellular data from patients. With a little more time and research support, I think real changes in treatment are just over the horizon.”. Learn more about MS researchers from around the globe on the World MS website."																																																																																							
medmon.semanticlab.net/doc/4692295966667877373/MS-Views-and-News:	"Julie Roberts , a country music singer and multiple sclerosis (MS) patient advocate, will perform at the upcoming Consortium of Multiple Sclerosis Centers (CMSC) ’s annual meeting, the association announced. Additionally, Julie will be presenting at the MS Views and News educational program on May 29th at the Nashville Marriott Airport, as showing here . to attend this event, RSVP here . Roberts, diagnosed with MS while making her second recording in 2005, will also attend #CMSC sessions to learn more about potential and current treatments, and ongoing research in the disease. The conference runs from May 30 to June 2 in Nashville. She is set to perform at the meeting’s opening John F. Kurtzke Memorial Lecture and Luncheon on Wednesday, and again at its awards reception on Friday, June 1. Her first single, “ Break Down Here ,” was a Billboard Top 20 Hot Country Song and she has sold millions of albums. Roberts says she met her diagnosis with years of denial, refusing to pursue any treatment. “I thought if I ignored my MS it would go away,” she said in a press release . Then another disaster struck. Record-shattering rainfall flooded Nashville in early May 2010, inundating the Roberts family home and killing 26 people across Tennessee and neighboring Kentucky. Roberts and her family were rescued by boat, after frightening hours that led to an awakening. “The flood rescue made me realize that I needed to manage my MS, adopt a healthy and positive lifestyle, and show others that the disease does not define who you are or stop you from pursing your dreams,” she said. She now encourages patients to find a neurologist and healthcare team they trust and feel comfortable with to ensure the care they need. “Julie Roberts is living proof of the mission of the CMSC and its Annual Meeting – to present MS healthcare teams with the latest information and tools to provide optimum care to those living with MS,” said June Halper, chief executive officer of CMSC. “We are excited to have Julie at our conference to entertain and share her MS journey with our attendees.”. In Roberts’ latest album, “I Think You Know,” produced by Shooter Jennings, she sings about love, loss, roots, and redemption. She also has a biography, “ Beauty in the Breakdown, Choosing to Overcome ,” set for release in September. :::::::."																																																																																							
medmon.semanticlab.net/doc/4692886075710503066/MS-Ireland--::-Helping-Everyone-Affected-by-Multiple-Sclerosis	"MS Ireland  ::. Helping Everyone Affected by Multiple Sclerosis. Thursday May 10 2018 11:00 AM. This week, in a letter to her nearest and dearest, Willeke Van Eeckhoutte puts down in words how she really feels. “What do you want me to say?”. Dearly Beloved,. What do you want me to say? What is it you don’t understand? When someone like you says, ""Well, what do you want me to say?"" during moments when I feel less than cheerful, it sounds like a rejection. Not just of me, but of your understanding of what I, and we, have been going through for the past 13 years. After all this time, all the wisdom we have gained, we could be the writers of the largest MS encyclopaedia! Instead, being asked that question sounds like a betrayal. It’s like you’re using the illness I never asked for as a slur against me. The truth is, I could write you a hundred different letters and a thousand expert explanations about my symptoms and my thoughts on all those shiny plaques on my MRI images. Nonetheless, I often think, ""How can you possibly relate to my life if you don’t have MS? But, with all its intricate, demeaning and unpredictable symptoms, how could I ever expect you to?"" The answer is, you honestly cannot know what it is to be me, and this is not my rejection of you, far from it. But, I do need to plea for your insight, patience and empathy. Just as I am struggling to find the words in this letter, MS is an ever-changing plotline that forces me to reinvent my life’s storyline as we speak. When I snap at you, I don’t mean to. More to the point, you were probably not the problem. Like when slamming a door in anger, the doorframe, the wall or the house aren’t ever reasons for the action. Sometimes I am absolutely worn out, totally exhausted because of my illness. This exhaustion feels even more pronounced when people express how they don’t understand me. I’m tired of the illness that has me acting in ways I normally wouldn’t. I carry an imperfect brain because of illness with a fickle revolving-door manifestation. It causes me to feel claustrophobic within myself. I know that keeping up with an ever-changing illness is as challenging for you as it is for me. I also know that there are times when you’d rather be somewhere else instead of being near me. What I want you to get is I don’t wallow in self-pity nor do I jump up and down in elation because I was diagnosed with this obnoxious illness. MS has impacted so many aspects of my life, it is part of what makes my life what it is today. Makes me how I am today. I sure am! Hopeful that you would understand me? What I ask for is simple but it isn’t easy. You are part of my walk through life and am glad to have you with me. When you feel exasperated by what I say or do, please step into my shoes with me for one minute and we can work out what’s really going on. Lots of love,. Please don't forget to check out Willeke's blog Ireland, Multiple Sclerosis and Me."																																																																																							
medmon.semanticlab.net/doc/4692295894958557527/Dealing-with-Dizziness-and-Vertigo-When-You-Live-with-MS	"Many people with MS experience episodes of dizziness, which can make you feel lightheaded or off-balance. Some also have episodes of vertigo. Vertigo is the false sensation of whirling or spinning of yourself or the world around you. According to one report , about 20 percent of people with MS experience vertigo. Dizziness and vertigo contribute to balance problems, which are common in people with MS. Ongoing dizziness and vertigo can interfere with daily tasks, increase the risk of falls, and can even become disabling. What vertigo feels like. Vertigo is an intense sensation of spinning, even if you’re not moving. It’s similar to what you feel on a twirling amusement park ride. The first time you experience vertigo can be very unsettling, even frightening. Vertigo may be accompanied by nausea and vomiting. It can continue for hours, or even days. Sometimes, dizziness and vertigo are accompanied by vision problems, tinnitus or hearing loss, or trouble standing or walking. Causes of dizziness and vertigo in MS. The lesions that result from MS make it difficult for nerves within the central nervous system to send messages to the rest of the body. This causes MS symptoms, which vary according to the location of the lesions. A lesion or lesions in the brain stem or cerebellum, the area of the brain that controls balance, may cause vertigo. Vertigo can also be a symptom of a problem with the inner ear. Other possible causes of dizziness or vertigo include certain medications, blood vessel disease, migraine, or stroke. Your doctor can help you rule out other possible causes of vertigo. CLICK HERE to continue reading from. :::::::."																																																																																							
medmon.semanticlab.net/doc/4692531520992609100/MS-Ireland--::-Helping-Everyone-Affected-by-Multiple-Sclerosis	"MS Ireland  ::. Helping Everyone Affected by Multiple Sclerosis. Tuesday May 08 2018 10:42 AM. Balloon launch and music to mark World MS Day. Cllr Francis Timmons in Partnership with the Dublin West ''Brendan Kenna'' MS Ireland Branch will host a balloon launch & music at 7.30pm outside in the Waterside Carpark to mark World MS Day on Wednesday, 30th May . Followed by light refreshments. All welcome! Former Branch chair and local councillor , Cllr Timmons says '' Thankfully Research is bringing us closer to ending MS. To reach this we need to work together as a worldwide MS community to find ways to improve life with MS now and end MS forever. The #bringinguscloser campaign is about connecting people affected by MS with those involved in MS research, including scientists, students, nurses, fundraisers, volunteers, and more. It's a chance to come together to celebrate what we've achieved in MS research so far, and share our hopes and dreams for the future. One of the former Chairpersons of the Branch the Late Brendan Kenna said make the most of life and least of MS and it's a fitting quote as we celebrate World MS Day 2018 ''. Cllr Timmons says '' I also want to use this World MS Day event to Honour former Chairperson of the Dublin West ''Brendan Kenna'' MS Ireland Branch Michael Fox who sadly passed away 18th February 2018 He is sadly missed by his family and many friends and colleagues in the community and voluntary sector including the Southside Partnership, ACTS and the Multiple Sclerosis Society. He was actively involved in the branch in many roles and contributed a huge amount to the MS Community, I was very honoured to have served on the Dublin West ''Brendan Kenna'' MS Ireland Branch with Michael ''. Current Branch Chair Gary Connolly says '' The last year for the branch has been really hard loosing Michael Fox, the branch has suffered the loss of a great man, Michael was a huge part of the branch and his tireless work and commitment will never be forgotten, we are working hard to keep the branch going, the branch really needs support from people in the areas of West Dublin in any way, shape or form, either helping with fundraising or coming on the committee to help keep up the good work and ensure that the branch continues to make a difference to people with MS in the West Dublin area for the next 26 years''. Branch member Angela Connolly who lives with MS says '' I am living with MS for 10 years and it does not define me it is part of my life, not my whole life and I have to adjust my life to live with the illness as part of me, the branch is very important to many people with MS providing practical supports I remain very positive about the future as medication is all the time improving''. For further information contact Cllr Francis Timmons 087 286 9315 or Gary Connolly 085 888 7466."																																																																																							
medmon.semanticlab.net/doc/4692295933612245380/Therapeutic-Inertia-in-the-New-Landscape-of-Multiple-Sclerosis-Care.	"Saposnik G, et al. Front Neurol. The landscape of multiple sclerosis (MS) treatment is constantly changing. Significant heterogeneity exists in the efficacy and risks associated with these therapies. Therefore, clinicians have the challenge to tailor treatment based on several factors (disease activity level, risk of progression, individual patient preferences and characteristics, personal expertise, etc.), to identify the optimal balance between safety and efficacy. However, most clinicians have limited education in decision-making and formal training in risk management. Together, these factors may lead to therapeutic inertia (TI); defined as the absence of treatment initiation or intensification when therapeutic goals are unmet. TI may lead to suboptimal treatments choices, worse clinical outcomes, and more disability. This article provides a succinct overview on factors influencing TI in MS care. Watch an Aaron Boster, MD interview on Therapeutic Inertia. :::::::. "																																																																																							
