portal_url	title_raw	text_raw	mentions_disease	about_patient
medmon.semanticlab.net/doc/4704501032612519512/Adrian-Owen-OBE	Adrian Owen OBE	Eye movements in the “Morris Maze” spatial working memory task reveal deficits in strategic planning in Parkinson's. Our new paper is available online! w/ @hodgson_tl @froukehe @Comadork et al. https://t.co/dgSzpogWdH. 	1	0
medmon.semanticlab.net/doc/4704493659908582257/AUSSIE-BOB	AUSSIE BOB	Or Alzheimers/Parkinson ? Either way - WTF ?! 	0	0
medmon.semanticlab.net/doc/4704424846132345804/rebecca-priebe	rebecca priebe	RT @PhotonicsWest: Chris Parkinson, @realwearinc, talks #AR #VR headsets built for #industry at #PhotonicsWest. https://t.co/Qe88d75ZAy. 	0	0
medmon.semanticlab.net/doc/4704348661026707893/Patrick-Mroz	Patrick Mroz	Linda Ronstadt quit performing years ago as Parkinson's disease made singing impossible. But she just released her first live album — from tapes recorded at the height of her vocal powers https://t.co/Y69xyM3Zxq https://t.co/fPmEj3gCm6. 	1	1
medmon.semanticlab.net/doc/4704331457314153698/Alice-Bonasio	Alice Bonasio	Many chronic diseases such as diabetes, Parkinson's and obesity are rooted in inflammation of the gut, which is influenced by the foods we eat https://t.co/XLN6CbIyim via @techtrends_tech. 	1	0
medmon.semanticlab.net/doc/4704213490625274585/Mike1965	Mike1965	@rosieswarb Typical Parkinson trying to get ride of our attacking players hopefully is days are numbered. 	0	0
medmon.semanticlab.net/doc/4704183998975520341/V.-Spell	V. Spell	Linda Ronstadt: A voice from the past. The retired singer who struggles with Parkinson's has released her first-ever live album, from newly-uncovered tapes of a 1980 concert, recorded at the height of her vocal powers https://t.co/i8nuVir1xe https://t.co/U9UEAEQ0UL. 	1	1
medmon.semanticlab.net/doc/4704110272825955712/Dave-Conroy	Dave Conroy	Travelling light is the closest thing to feeling free |. Hannah Jane Parkinson https://t.co/k7svCOzi3y Yup, and who needs physical books even these days? 	0	0
medmon.semanticlab.net/doc/4703999676468469045/Vicky	Vicky	RT @thebootdotcom: WATCH: Ronstadt was having vocal troubles more than a decade before she was diagnosed with Parkinson's in 2013: https://…. 	1	1
medmon.semanticlab.net/doc/4703793236990841034/certified-Gentleman	certified Gentleman	RT @LailaIjeoma: Wait! Is this for real? Should doctors start prescribing marijuana now to Parkinson patients? https://t.co/FPRjA9uWlx. 	1	0
medmon.semanticlab.net/doc/4703773575863616335/Stephanie-Mohr	Stephanie Mohr	@DrosLabUI is delighted to receive 2018 CRP-@ICGEB #Grant!!! The lab. will be funded for 3 yrs to study #Parkinsons disease in flies! We thank @ICGEB for this award. Many Thanks to 7 collaborators in 6 countries. @ICGEB @nabdanig @amosabolaji. 2019 Call: https://t.co/WYSa2jXuVw. 	0	0
medmon.semanticlab.net/doc/4703751458303049960/Institute-of-Developmental-Genetics	Institute of Developmental Genetics	RT @BrundinPatrik: #parkinsons might sometimes start up the nose. Wouldn’t it be ironic if it could be slowed via the nose! @journal_PD htt…. 	1	0
medmon.semanticlab.net/doc/4703744084356072812/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Dance Therapy for Parkinson's Disease https://t.co/JrRGQ53e7w #blog. 	1	0
medmon.semanticlab.net/doc/4703584338399345190/Sean-Logan	Sean Logan	RT @people: Linda Ronstadt Opens Up About Parkinson's Battle: 'I'm Afraid of Suffering, But I'm Not Afraid of Dying' https://t.co/WQm6HtJqOF. 	1	1
medmon.semanticlab.net/doc/4703508152190537067/Parkinson's-Facts	Parkinson's Facts	The finding of Lewy bodies in the midbrain on autopsy is usually considered proof that the person had Parkinson's disease. 	1	0
medmon.semanticlab.net/doc/4703493408300845014/Crankys-Girl	Cranky’s Girl	Revolutionary treatment helps former marine with symptoms of Parkinson's Disease. The transformation is incredible. Full story here. https://t.co/Zn62nuyXmI https://t.co/wXbswVx1D9. 	1	1
medmon.semanticlab.net/doc/4703483576105112631/Dennis	Dennis	"Phil Parkinson says Ched Evans' collapsed move from Sheffield United came down to a ""piece of paper"" which was not signed by Fleetwood giving their permission to cut his loan short. #bwfc. "	0	0
medmon.semanticlab.net/doc/4703481118934770669/rustygunter	rustygunter	RT @AsphaltWolf: @rustygunter Parkinson of the dick? 	0	0
medmon.semanticlab.net/doc/4703476204334318001/Pedaling4Parkinson's	Pedaling4Parkinson's	Welcome to Jim and Krista, taking over the Pedaling for Parkinson's ride, in partnership with @ParkinsonCanada. Please visit them at @P4PinPEC https://t.co/A72zMufasN. 	0	0
medmon.semanticlab.net/doc/4703196034555195835/nancy-weicker	nancy weicker	TRAFFIC: Watermain break in #WdskOnt on Norwich Avenue. North of Parkinson Road. NB Traffic is being rerouted, according to caller. Road closed. @London_Traffic @FM96Rocks @1031FreshRadio. 	0	0
medmon.semanticlab.net/doc/4703178830403506045/Frank-Coulson	Frank Coulson	As many of you know, I lost my mother-in-law last week to Parkinson's disease. My father-in-law is right behind her. He has taken a turn for worse and hospice said his time is very very close. I appreciate your prayers for my wife and her family again! @77nateknox #Prayer. 	1	1
medmon.semanticlab.net/doc/4703006797257283971/Ace	Ace	My grandpa passed away early this morning from Parkinson's disease. It is a horrible disease that needs to be cured. If you've ever enjoyed any of the content I've ever put out, please help me by donating a little something. Thanks in advance. https://t.co/UEyueGgcEA. 	1	1
medmon.semanticlab.net/doc/4702982222167915859/Sutanu-Patra	Sutanu Patra	I added a video to a @YouTube playlist https://t.co/mCXuPXVEhX Parkinson's disease - causes, symptoms, diagnosis, treatment &. 	1	0
medmon.semanticlab.net/doc/4702910950618508356/-	Ιωάννης Κουτσουρελάκης	We can’t function without #neurons. One doctor's quest to keep them from dying in patients with #Parkinsons and #stroke. https://t.co/9uPiOcd3GC. 	1	0
medmon.semanticlab.net/doc/4702898661102025387/Parkinson-Canada	Parkinson Canada	Speak up before you get down on your #Parkinson's. There IS #HelpandHope: https://t.co/bEa2fOaqsn #BellLetsTalk https://t.co/yDnqEeOg2L. 	1	0
medmon.semanticlab.net/doc/4702820017591804843/Gary-Sharpe	Gary Sharpe	A Complete Explanation For Parkinson's Disease... and How to Fix It https://t.co/W7lNSBPCQr #parkinsons. 	1	0
medmon.semanticlab.net/doc/4702692221715542871/Physioimpulse	Physioimpulse	Did you know we treat Parkinson's Disease? read more in this fantastic blog https://t.co/Zt1C2Nu7Zi #physio #parkinsons @InBath @FeelGoodBath. 	1	0
medmon.semanticlab.net/doc/4702537390972548701/Cure-Parkinson's	Cure Parkinson's	"""I'm hopeful in the not too distant future the #Parkinsons #research community will finally find a treatment to slow progression of the disease,"" says @BrundinPatrik of @VAInstitute & chair of @CureParkinsonsT LCT Committee https://t.co/wivqDoZck6. "	1	0
medmon.semanticlab.net/doc/4702522645202902298/Amelia	Amelia	I'm looking for participants for my research into how people with #Parkinsons view themselves, how they are treated by others, and the impact on psychological wellbeing. If you have Parkinson's and would like to participate, further info can be found here:. https://t.co/npHYULf99L. 	1	0
medmon.semanticlab.net/doc/4702490695279796181/OutThinkParkinsons	OutThinkParkinsons	RT @OutThinkingPD: The Eyes, Vision and Parkinson's Disease https://t.co/tN32AEGpjj #wellness. 	1	0
medmon.semanticlab.net/doc/4702478407774023171/CSU-Collegiate-Neuroscience-Association	CSU Collegiate Neuroscience Association	Read about a neurofeedback system that enables #Parkinsons patients to voluntarily control brainwaves associated with symptoms of the disorder in our January Research Roundup: https://t.co/3f2IFSUJy0 https://t.co/dvDceKFp2e. 	1	0
medmon.semanticlab.net/doc/4702434170171648243/me	me	Conference this week in #Richmond focusing on the mental health of first responders. Paramedic Bob Parkinson says “it’s about getting the message out and breaking down the stigma”. @CKNW @GlobalBC @BCAS @Canuckula @LupiniBCEHS @WorkSafeBC @steeletalk @FireChiefReid. 	0	0
medmon.semanticlab.net/doc/4702158920645532863/joe-dunn	joe dunn	@DetroitTigersPR @FOXSportsDet @tigers Double the work load on a guy with Parkinson's smart. 	0	0
medmon.semanticlab.net/doc/4702080272668763388/OutThinkParkinsons	OutThinkParkinsons	Social Engagement and Parkinson's Disease https://t.co/O0HFt8irLq #wellbeing. 	1	0
medmon.semanticlab.net/doc/4701854170457444572/Buddy-Paddles-Simcoe	Buddy Paddles Simcoe	RT @CDAPSG: Wow! Another great #Parkinsons advocate and #ACTIVEist taking action to raise awareness and funds for PD. ♂️ ❤️ https://t.…. 	0	0
medmon.semanticlab.net/doc/4701851713347319894/Crystal-Blueice	Crystal Blueice	RT @GillDoc5: George Michael - A Different Corner (Live On BBC Parkinson Show) https://t.co/VtY1h0ek2u via @YouTube I Just Love This . Beau…. 	0	0
medmon.semanticlab.net/doc/4701839425011387190/Lisa-Alcock	Lisa Alcock	This is the first clinicopathological study to show that clinical subtypes of #Parkinson's disease at diagnosis can predict disease course and survival. Read the details here https://t.co/Gph8CrTBOL https://t.co/qqQ8gGhEMl. 	1	0
medmon.semanticlab.net/doc/4701731290622082636/KETV-NewsWatch-7	KETV NewsWatch 7	12th annual UNMC Skate-a-thon for Parkinson's disease, 24-hour skate https://t.co/PV1maeghw2 https://t.co/goyvumVOxQ. 	0	0
medmon.semanticlab.net/doc/4701716542891447592/JARey	JARey	This is the first clinicopathological study to show that clinical subtypes of #Parkinson's disease at diagnosis can predict disease course and survival. Read the details here https://t.co/Gph8CrTBOL https://t.co/qqQ8gGhEMl. 	1	0
medmon.semanticlab.net/doc/4701672307475189296/Carpenter's-Daughter	Carpenter's Daughter	@johnpavlovitz I'm late here but I miss my Pop. Gone now 12 years, taken by the cruelest disease, Parkinson's. A strong, smart, funny, flawed man. His brother lives--and at 93 he's the spit & image of my dad. Makes my throat catch to look at him. 	1	1
medmon.semanticlab.net/doc/4701542052627776804/Ken-Chawkin	Ken Chawkin	Robin Williams, Parkinson (pt1) [2007] https://t.co/TdjyO0tb6Q via @YouTube. 	0	0
medmon.semanticlab.net/doc/4701335611764269797/Cheryl-Bliefernich	Cheryl Bliefernich	RT @Pharmacy_Times: A Novel Treatment for Parkinson Disease. https://t.co/Sgq5NiclPO https://t.co/bWYcq9QZWX. 	1	0
medmon.semanticlab.net/doc/4701318409374240659/Matthew-C.-Kiernan	Matthew C. Kiernan	Impulse control disorders in Parkinsons disease: a hard-turning point https://t.co/vULGNMwcLe. 	1	0
medmon.semanticlab.net/doc/4701276628870267965/Parkinson's-Research-Advocacy-Group	Parkinson's Research Advocacy Group	"#tbt on the WPC Blog: ""Why We Are Excited About MRI of Neuromelanin to Predict Parkinson's"" by David Sulzer, PhD & Luigi Zecca MD, PhD https://t.co/9y1yENIbA4 #wpc2019 #research #science #parkinsons #scicomm https://t.co/xHmzTlcweh. "	1	0
medmon.semanticlab.net/doc/4701232392224286999/OutThinkParkinsons	OutThinkParkinsons	The Divided Brain and Parkinson's Disease, Part 1 https://t.co/XNZDvOvqbE #therapy. 	1	0
medmon.semanticlab.net/doc/4701089848600388202/gary-markland	gary markland	@OfficialBWFC @ClaytonThedon @lucaconnell81 Sure Parkinson needs go to Specsavers. 	0	0
medmon.semanticlab.net/doc/4701072645227403266/Lynn-Oldenhuis	Lynn Oldenhuis	Don't forget to come out to the UNMC Parkinson's skate with the Jr Lancers from 9 am - noon Sat Jan 26th. At 10 am Saturday wear your favorite team hockey jersey. Lots of great prizes to be given away. Oldenhuis Contracting will be sponsoring the Jr Lancer participants. https://t.co/fhhOytDgmE. 	0	0
medmon.semanticlab.net/doc/4701045611743729438/BCLGHOST	BCLGHOST	@DarwenCC Who presenting trophies, Graeme Parkinson, he told me he were a good un, right boring bastard. Wooooo. 	0	0
medmon.semanticlab.net/doc/4700721205197156892/Good-Samaritan-Society-Careers	Good Samaritan Society Careers	Great joining our friends at @ahcancal today for discussion on long term care trends and policy objectives. Mark Parkinson and the rest of the team have been faithful friends of the Good Samaritan Society and are turning out to be the same for @SanfordHealth. 	0	0
medmon.semanticlab.net/doc/4700699086534462510/APDA	APDA	Check out this educational video on the Changing Landscape in Parkinson's Disease with Ian Blesdoe, MD, from the University of California, San Francisco, CA . https://t.co/jQBVuM4BsC. 	1	0
medmon.semanticlab.net/doc/4700686798809347390/Gary-Boyle	Gary Boyle	RT @OutThinkingPD: Self-Doubt, Guilt, Inner Voices and Parkinson's Disease https://t.co/cz2snz32Cw #parkinsonsdisease. 	1	1
medmon.semanticlab.net/doc/4700642561622454524/Fitchburg-Falcons	Fitchburg Falcons	.@FSUFalconsMBB returns to action this evening as they host @bsubears in @mascacsports action from the Parkinson Gymnasium for a 5:30 PM start. Click here for downloadable version of this evening's digital game program. https://t.co/LHrgy3Z8qn #GameDay https://t.co/XEvJZ42ci5. 	0	0
medmon.semanticlab.net/doc/4700273929921378773/Dr-Birgit-Kehrer	Dr Birgit Kehrer	I am a simple ex-prisoner, an ex-offender whatever you want to name me. I live with Parkinson's.I try to help people every day, I work with and for my fellow prisoners still in jail. Today @RevJJackson decided to follow me. I am in shock and so very humbled. Thank you. 	1	1
medmon.semanticlab.net/doc/4700271460201771317/Funny-Bunny	Funny Bunny	RT @thisisinsider: This boxing gym helps combat the symptoms of Parkinson's https://t.co/z8wlH0oqZ7. 	1	0
medmon.semanticlab.net/doc/4700187900607726197/OutThinkParkinsons	OutThinkParkinsons	Developmental and Shock Trauma and Parkinson's Disease https://t.co/Fly3KHsZxx #health. 	1	0
medmon.semanticlab.net/doc/4700170697670941068/CRO-Contract-Res.	CRO Contract Res.	Contributions of VPS35 mutations to Parkinson's Disease.: Parkinson's Disease PD is a multisystem neurodegenerative disease where approximately 90 of cases are idiopathic. The remaining 10 of the cases can be traced to a genetic origin and research has… https://t.co/EDpS2vHkM6. 	1	0
medmon.semanticlab.net/doc/4699996205450652044/SpazianiG	SpazianiG	Acting out your dreams could be a sign of a sleep disorder linked to Parkinson's https://t.co/JdBvY4MGDj. 	1	0
medmon.semanticlab.net/doc/4699969172459855386/Yvonne-Morgan	Yvonne Morgan	My mother-in-law has been in a rest home for a few years with Parkinson's disease. Hospice tells us today that maybe the end is near for her. Please keep our family in your prayers! @77nateknox #prayer. 	1	1
medmon.semanticlab.net/doc/4699829087329169045/Simon-Midgley	Simon Midgley	RT @Jewelisgold: @charlotteh71 a lady with servere parkinsons lost her pip. Said she made a cuppa on a house medical. Her hubby was thr n n…. 	1	1
medmon.semanticlab.net/doc/4699610359363532131/Nick	Nick	@colin0306 @m8arteta @Everton Parkinson Horne not best ability wise but would run through a brick wall for the shirt! These lot bunch of fairies! 	0	0
medmon.semanticlab.net/doc/4699583326382107494/Gary-Sharpe	Gary Sharpe	Documentary of Progressive Symptom Reduction in Parkinson's Disease https://t.co/KqlTdAXriR #parkinsons. 	1	0
medmon.semanticlab.net/doc/4699499765858866988/Tori	Tori	RT @hpdiscourse: Pansy Parkinson still thinks Hermione and Harry are siblings. 	0	0
medmon.semanticlab.net/doc/4699460444306633084/Saleem-Akhtar-Malik	Saleem Akhtar Malik	RT @sabena_siddiqi: A Pakistani student Neha Chaudhry invents a cure for Parkinson's disease. https://t.co/NAboFK519h. 	1	0
medmon.semanticlab.net/doc/4699340020332533020/Val-Baker	Val Baker	CIA officer, Tony Mendez, passes away in Frederick following battle with Parkinson's disease - LocalDVM https://t.co/bP1toh28i9. 	1	1
medmon.semanticlab.net/doc/4699335104905379580/Parkinson's-Facts	Parkinson's Facts	Everything You Really Need To Know About Parkinson's Disease https://t.co/lN4s0dazp9 Parkinsons, Parkinsons Disease. 	1	0
medmon.semanticlab.net/doc/4699300698084366531/Gary-Sharpe	Gary Sharpe	Movement Recovery with Smovey Rings for Parkinson's Disease https://t.co/eJONqUOt3p #vlogger. 	1	0
medmon.semanticlab.net/doc/4699268748642270236/Old-Wolf	Old Wolf	Lee Parky Parkinson getting arrested yesterday in #Leeds looks like he tried to headbutt a copper! I believe he’s remanded in police custody! #fash #thugs #racist #brexit #YellowVestUK #jailbird https://t.co/L5GZem7jc2. 	0	0
medmon.semanticlab.net/doc/4699261375727923237/Wayne-Yoshida	Wayne Yoshida	RT @DrGarySharpe: Hands, Fingers and Parkinson's Disease https://t.co/TE2I21LzEC #health. 	1	0
medmon.semanticlab.net/doc/4699037731844180525/Parkinson's-News	Parkinson's News	Fecal Microbiota Transplantation for Parkinson's Disease: Parkinson's disease PD is the second most common neurodegenerative disorder and due to the lack of early diagnosis and effective therapy represents a large burden for our society and healthcare… https://t.co/NJxFbT1wKO https://t.co/7ifbT6XBhk. 	1	0
medmon.semanticlab.net/doc/4698956631235184917/Neuroscience	Neuroscience	Gut Bacteria Influence the Efficacy of a Parkinson's Drug |. Levodopa is an oral therapy that is meant to be changed into dopamine inside the brain; when the conversion happens before it gets there, the dopamine is not able to cross the blood-brain barrier. https://t.co/CEhxETqFxL https://t.co/FQHcmlJ1N1. 	1	0
medmon.semanticlab.net/doc/4698941884753920730/OutThinkParkinsons	OutThinkParkinsons	The Role of the Gut and Digestive System in Parkinson's Disease https://t.co/ZfAbLCHKg8 #therapy. 	1	0
medmon.semanticlab.net/doc/4698914850680544621/Parkinsons-Disease	Parkinsons Disease	This video discusses the impact of diet on Parkinson's Disease! https://t.co/N1U7WWLkKk. 	1	0
medmon.semanticlab.net/doc/4698909935733441946/OutThinkParkinsons	OutThinkParkinsons	Learning to Walk Again with Parkinson's Disease: Update https://t.co/EX8x7oJ9Wz #movementdisorder. 	1	0
medmon.semanticlab.net/doc/4698887816919252225/Stuart-Watts	Stuart Watts	ThankYou @Alberts Jake Parkinson-Smith @CarloCarello #RogerSanchez #BenKouijzer & sanchez team for great food great time. Food & hospitality was incredible as always. 	0	0
medmon.semanticlab.net/doc/4698819003668097416/OutThinkParkinsons	OutThinkParkinsons	Loneliness, Social Isolation, Estrangement and Parkinson's Disease https://t.co/EjLtopqdT0 #wellbeing. 	1	0
medmon.semanticlab.net/doc/4698799342300363409/Comic-Con-Liverpool	Comic Con Liverpool	COMIC ARTIST ANNOUNCEMENT - NIGEL PARKINSON. BEANO CARTOONIST. Draws Dennis the Menace and writes and draws Minnie the Minx and draws or has drawn most other Beano and Dandy characters. #beano #comic #comiccon #liverpool. Tickets & info:- https://t.co/BGUh53jxHM https://t.co/Vw8CNVaRxH. 	0	0
medmon.semanticlab.net/doc/4698568325629559752/Aisling-Smith	Aisling Smith	Congratulations Parkinson Centennial and Valleyview PS thank you for your efforts to #recycletextiles A thank you to all the schools who participated in the contest, your efforts to help... https://t.co/yCDhZ9igZJ. 	0	0
medmon.semanticlab.net/doc/4698536377429594692/Gwen	Gwen	@Delta I need your help. My uncle has Parkinson's and his flight is not cancelled yet in the midwest, but I fear it will be and it will cause major problems. I'm on hold waiting for help. thought i would do this too. 	1	1
medmon.semanticlab.net/doc/4698442987335274272/Living-Organic-With-Autumn-Bronson	Living Organic With Autumn Bronson	#glyphosate (Roundup) damages the normal development of nerve cells This is why it is linked to Parkinson's Disease, Autism and other neurological diseases. @regeneration_in @GMWatch @GMOFreeUSA @GMOfreeEurope @careygillam @OCA_Press @bpncamp @pesticideaction @drvandanashiva https://t.co/50Qa9ximz3. 	1	0
medmon.semanticlab.net/doc/4698374172943719557/Gary-Sharpe	Gary Sharpe	Dance Therapy for Parkinson's Disease https://t.co/ExdlZNnnFt #parkinsons. 	1	0
medmon.semanticlab.net/doc/4698288157685849311/Wayne-Yoshida	Wayne Yoshida	RT @DrGarySharpe: Parkinson's Therapy: Dance Rehearsal to YouTube Music Videos https://t.co/CAOwF1ZBuz https://t.co/CMVTZfNze6 #parkinsons. 	1	0
medmon.semanticlab.net/doc/4698241461398308592/LOCKHIMUP	@LOCKHIMUP	RT @funder: Watch this video about the time Rudy Giuliani made fun of a man who has Parkinson's. He’s an evil hobgoblin. https://t.co/id0rY…. 	1	1
medmon.semanticlab.net/doc/4698207054669808592/Marcel-Mueller	Marcel Mueller	NEW UNIT PREPRINT |. Check out a new preprint from the Sharott Lab -&gt; Parkinson's disease uncovers an underlying sensitivity of subthalamic nucleus neurons to beta-frequency cortical input https://t.co/bNsSO9HpDz @biorxiv_neursci @biorxivpreprint @OxNeuro #Parkinsons #openscience https://t.co/5vWuSpSXYv. 	1	0
medmon.semanticlab.net/doc/4698177563760955277/Ingentium-Parkinson's-Disease	Ingentium Parkinson's Disease	Prognosis and Neuropathologic Correlation of Clinical Subtypes of Parkinson Disease. https://t.co/1zobh8z9he. #ingentium #parkinsonsdisease https://t.co/ggkxrCqo4h. 	1	0
medmon.semanticlab.net/doc/4698160359713396380/OutThinkParkinsons	OutThinkParkinsons	Progressive Reduction in Symptoms of Parkinson's Disease https://t.co/2H1iBvDgvs #therapy. 	1	0
medmon.semanticlab.net/doc/4698150530336952333/Lee-Hemmings	Lee Hemmings	@georgewalker18 Phil Parkinson and his team did their homework, 100%. The circumstances surrounding Bolton Wanderers are the problem! It’s also hard to attract the best players when they see current players not being paid on time. 	0	0
medmon.semanticlab.net/doc/4698096461698521146/EastMidsFOAMed	EastMidsFOAMed	I always wonder what my kids think of my #parkinsons. Curtains up on this illustrated story through a 9 year olds eyes. Being tweeted Friday 25th Jan 2019 8am GMT. #kidsunderstandingpd #yopd #parkyart https://t.co/v9WxM9FUFJ. 	1	1
medmon.semanticlab.net/doc/4698084173589361232/paul-williams	paul williams	Laser shoes for Parkinson's. I remember when my Grandad would 'freeze', my grandma would put her foot in front of him, to trigger him to step over it. Same principle here. https://t.co/JkUJFbnPJX. 	1	1
medmon.semanticlab.net/doc/4698066969890324078/OutThinkParkinsons	OutThinkParkinsons	Developmental and Shock Trauma and Parkinson's Disease https://t.co/Fly3KHsZxx #health. 	1	0
medmon.semanticlab.net/doc/4698037479518951833/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Light Therapy and Parkinson's Disease https://t.co/cQTIGKaNKz #wellbeing. 	1	0
medmon.semanticlab.net/doc/4697990783634319238/John-P.-Creel-III	John P. Creel III	I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. 	1	1
medmon.semanticlab.net/doc/4697926886738157209/Mandy-DeBord	Mandy DeBord	I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. 	1	1
medmon.semanticlab.net/doc/4697860530082893778/Pamela-santiago	Pamela santiago	I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. 	1	1
medmon.semanticlab.net/doc/4697848242081421344/TLC	TLC	I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. 	1	1
medmon.semanticlab.net/doc/4697831039404700012/Gina-burns	Gina burns	I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. 	1	1
medmon.semanticlab.net/doc/4697683580678756090/Gary-Sharpe	Gary Sharpe	Mental Health and Parkinson's Disease https://t.co/nVNs79F0tF #blog. 	1	0
medmon.semanticlab.net/doc/4697681123788603979/Sean-Gilleasbaig	Sean Gilleasbaig	@Dustins_MC all about the base brother. Your town hall is going to look awesome in my new world. My Parkinson's is acting up but I'm going to complete this. Town hall 1st addition. https://t.co/DnbbKZHPkD. 	1	1
medmon.semanticlab.net/doc/4697602479689389433/Crwe-World	Crwe World	Defective glial cells can push neurons toward Parkinson's disease https://t.co/ioESh0dKEQ. 	1	0
medmon.semanticlab.net/doc/4697575467750442065/Hely-Bracho	Hely Bracho	#MaduroMemoriaYCuentaANC IT IS A HORROR what #parkinsons patients are living in Venezuela It is not fair that a person is in a oil rich country because of a NARCO CORRUPT REGIME that denies them the most basic MEDICINES -@TorresAren #SOSVenezuela. https://t.co/TAWq7UJSAY. 	1	0
medmon.semanticlab.net/doc/4697550869255705071/arch	arch	@officialpacman parkinsons. and he better be renamed in smash bros to this too. 	1	0
medmon.semanticlab.net/doc/4697437837638479372/Gary-Sharpe	Gary Sharpe	Diet and Nutrition in Parkinson's Disease https://t.co/cUvz5OQjmD #wellbeing. 	1	0
medmon.semanticlab.net/doc/4697346887043123516/--	ياسين سالم المذحجي	"The role of dopamine in the brain - Lessons learned from Parkinson's disease &gt;&gt; Classic ""U-shaped relationship between dopamine levels and performance"" means we have something we can optimize! https://t.co/QrMEnhcrYf https://t.co/4ldcJ6QFJh. "	1	0
medmon.semanticlab.net/doc/4697337057451200101/Danny-C	Danny C	RT @JonnyAcheson: This helps me #parkinsons #yopd https://t.co/VKpGq6Cbuk. 	1	0
medmon.semanticlab.net/doc/4697005284491834652/ERN_RND	@ERN_RND	Atypical Parkinsonism and #genetic #Parkinsons #disease #flowchart developed by #ernRND members in order to help guide the diagnosis now available here ➡️https://t.co/zXTqJ8GQhm #rarediseases #ShareCareCure #WorkingTogether https://t.co/FOyfpSk3pm. 	1	0
medmon.semanticlab.net/doc/4697000362393210958/BBC-Radio-Leicester	BBC Radio Leicester	Rower with Parkinson's crosses Indian Ocean https://t.co/heaxEvfZGK https://t.co/dVZBi7zDL2. 	0	0
medmon.semanticlab.net/doc/4696808667285999127/Gary-Sharpe	Gary Sharpe	BasketBalls for Parkinson's Recovery 2. GoFundMe: https://t.co/EPgtRHg3vV https://t.co/CMVTZfNze6 #blog. 	0	0
medmon.semanticlab.net/doc/4696789006370774637/WPC-2019	WPC 2019	Need a boost in your science vocabulary? Here is the word of the day from our Parkinson's glossary. You can find the complete glossary here: https://t.co/un4bW5RhUE #scicomm #wpc2019 #parkinsons #science https://t.co/3Sbu6wge9i. 	0	0
medmon.semanticlab.net/doc/4696739853132827962/OutThinkParkinsons	OutThinkParkinsons	RT @OutThinkingPD: PEMF Applied to Tremor Control in Parkinson's Disease https://t.co/dmXOLnVM9r #wellbeing. 	1	0
medmon.semanticlab.net/doc/4696695615948903662/Amelia's-KangenWater	Amelia's KangenWater	The latest Amelia's KangenWater Daily! https://t.co/f2lWTNa8p4 Thanks to @vegandaemon @shamanthuh #parkinsons #veganuary2019. 	0	0
medmon.semanticlab.net/doc/4696503922671250405/OutThinkParkinsons	OutThinkParkinsons	RT @OutThinkingPD: Update on Parkinson's Recovery Strategy Video Diary https://t.co/fT7UJLfct1 https://t.co/Mz2pX6JC64 #health. 	1	0
medmon.semanticlab.net/doc/4696486718094548824/Adam-'Bells'-Ritchie	Adam 'Bells' Ritchie	📽️ On camera. Wanderers boss Phil Parkinson spoke to https://t.co/oVVl0dtnLo following this afternoon's @SkyBetChamp defeat at @BristolCity. 👉🏻 https://t.co/35oZekfoTq. #BWFC 🐘🏰. 	0	0
medmon.semanticlab.net/doc/4696474430780300461/Neil-Eleazar	Neil Eleazar	Hi mate, @TimDellor. Wasn’t it just such an awful decision to hire Gomes because you had to google him. Parkinson was the man for the job I believe you said? Excited to hear the embarrassing backtracking after that. 	0	0
medmon.semanticlab.net/doc/4696444938777906995/Find-Weed-Trimmers	Find Weed Trimmers	Coming Soon: Full Spectrum Ultra Premium CBD Extract.🌿. Suggested usage for the following:. - Cancerous tumors |. Parkinson's |. Inflammation |. Stomach issues. •. #fullspectrum #ultrapremium #cbdextract #cbdoil #cbd #cancersucks #calming #cbdrelief #naturalrelief #chronicpain https://t.co/h69WwI296x. 	0	0
medmon.semanticlab.net/doc/4696410531854704768/Richard-Christy	Richard Christy	"@JustinTrudeau Parkinson/Globe: ""For 2018 as a whole, the labour market added 163,000 jobs – less than half of 2017’s 427,000-job increase, and well below the post-Great Recession average."" "	0	0
